     LON     LAT   DEPTH     MAG    PHUSD   NO_ST   MIND     GAP     RMS     SEH     SEZ  YYYY MM DD HH MN SEC
  47.625  32.711     9.8     0.0      99      99    99.0     360   0.188     0.4     0.5  2014 11 02 21 50 49.17
  47.522  32.760    10.0     0.0      99      99    99.0     360   0.134     0.5     0.6  2014 11 03 00 01 10.16
  47.524  32.759    10.0     0.0      99      99    99.0     360   0.085     0.4     0.3  2014 11 03 00 03 55.00
  47.586  32.805     8.8     0.0      99      99    99.0     360   0.163     0.5     0.4  2014 11 03 01 35 23.32
  47.581  32.802     8.2     0.0      99      99    99.0     360   0.141     0.5     0.5  2014 11 03 01 35 23.05
  47.878  32.551    10.3     0.0      99      99    99.0     360   0.185     1.2     1.1  2014 11 03 03 56 11.19
  47.581  32.822     7.4     0.0      99      99    99.0     360   0.193     0.5     0.6  2014 11 03 05 31 48.39
  47.536  32.748    10.4     0.0      99      99    99.0     360   0.094     0.3     0.4  2014 11 03 08 20 36.97
  47.836  32.552     9.5     0.0      99      99    99.0     360   0.094     0.8     0.8  2014 11 03 11 33 21.94
  47.839  32.556     9.2     0.0      99      99    99.0     360   0.148     0.4     0.5  2014 11 03 12 28 35.71
  47.872  32.574    13.1     0.0      99      99    99.0     360   0.193     0.9     0.8  2014 11 03 18 05 55.71
  47.833  32.558     9.1     0.0      99      99    99.0     360   0.141     0.4     0.5  2014 11 03 18 47 27.96
  47.557  32.752    10.0     0.0      99      99    99.0     360   0.111     0.3     0.3  2014 11 03 23 06 30.98
  47.956  32.507    10.1     0.0      99      99    99.0     360   0.183     0.8     0.8  2014 11 04 06 37 09.43
  47.582  32.751     0.9     0.0      99      99    99.0     360   0.159     0.9     0.8  2014 11 04 07 25 46.25
  47.863  32.547     1.2     0.0      99      99    99.0     360   0.151     0.6     0.5  2014 11 04 13 28 02.00
  47.751  32.599    11.9     0.0      99      99    99.0     360   0.117     0.5     0.4  2014 11 04 15 22 31.96
  47.753  32.628    10.2     0.0      99      99    99.0     360   0.178     0.6     0.5  2014 11 04 19 17 21.87
  47.468  32.540     9.5     0.0      99      99    99.0     360   0.074     0.3     0.3  2014 11 04 19 31 06.00
  47.826  32.716     7.7     0.0      99      99    99.0     360   0.143     0.8     1.1  2014 11 04 21 35 53.07
  47.578  32.765     8.3     0.0      99      99    99.0     360   0.088     0.3     0.3  2014 11 04 22 21 53.11
  47.670  32.695    11.3     0.0      99      99    99.0     360   0.138     0.5     0.5  2014 11 04 22 47 13.98
  47.823  32.707     8.7     0.0      99      99    99.0     360   0.181     0.6     0.6  2014 11 05 00 31 14.86
  47.465  32.535    10.1     0.0      99      99    99.0     360   0.122     0.3     0.4  2014 11 05 00 39 55.92
  47.465  32.544     9.9     0.0      99      99    99.0     360   0.097     0.6     0.5  2014 11 05 02 04 24.26
  47.579  32.767     9.2     0.0      99      99    99.0     360   0.092     0.4     0.6  2014 11 05 03 31 23.28
  47.469  32.542     9.7     0.0      99      99    99.0     360   0.070     0.3     0.3  2014 11 05 06 43 18.71
  47.680  32.677    11.6     0.0      99      99    99.0     360   0.109     0.5     0.4  2014 11 05 09 30 07.90
  47.734  32.684     9.9     0.0      99      99    99.0     360   0.159     0.5     0.3  2014 11 06 09 31 43.07
  47.628  32.682    10.6     0.0      99      99    99.0     360   0.109     0.4     0.4  2014 11 06 14 05 27.96
  47.837  32.559     9.4     0.0      99      99    99.0     360   0.096     0.4     0.5  2014 11 06 14 40 40.99
  47.671  32.648    12.3     0.0      99      99    99.0     360   0.105     0.5     0.7  2014 11 06 15 23 37.42
  47.962  32.537    13.7     0.0      99      99    99.0     360   0.131     1.2     1.0  2014 11 06 15 40 31.92
  47.787  32.557     8.6     0.0      99      99    99.0     360   0.160     0.5     0.5  2014 11 06 17 41 16.83
  47.915  32.495     8.8     0.0      99      99    99.0     360   0.126     0.6     0.5  2014 11 06 18 16 23.98
  47.834  32.556    10.8     0.0      99      99    99.0     360   0.104     1.0     1.1  2014 11 06 20 38 48.96
  47.683  32.714     8.5     0.0      99      99    99.0     360   0.144     0.5     0.4  2014 11 06 23 15 28.96
  47.916  32.494     8.9     0.0      99      99    99.0     360   0.106     0.5     0.4  2014 11 07 00 13 38.03
  47.912  32.492     9.3     0.0      99      99    99.0     360   0.089     0.5     0.4  2014 11 07 01 31 35.02
  47.916  32.495     8.9     0.0      99      99    99.0     360   0.107     0.7     0.6  2014 11 07 01 46 36.00
  47.912  32.492     9.7     0.0      99      99    99.0     360   0.075     0.5     0.4  2014 11 07 01 51 32.00
  47.915  32.495     9.6     0.0      99      99    99.0     360   0.109     0.4     0.4  2014 11 07 02 08 05.05
  47.494  32.725    14.3     0.0      99      99    99.0     360   0.159     0.5     0.5  2014 11 07 13 09 30.80
  47.792  32.725    11.1     0.0      99      99    99.0     360   0.039     0.6     0.6  2014 11 07 16 01 19.87
  47.798  32.638    10.7     0.0      99      99    99.0     360   0.145     0.6     0.5  2014 11 07 16 15 22.87
  47.565  32.787     9.5     0.0      99      99    99.0     360   0.060     0.4     0.4  2014 11 08 00 12 24.73
  47.748  32.687    10.9     0.0      99      99    99.0     360   0.177     1.6     0.7  2014 11 08 00 42 45.64
  47.915  32.495     8.6     0.0      99      99    99.0     360   0.094     0.6     0.5  2014 11 08 05 00 57.00
  47.912  32.485    10.2     0.0      99      99    99.0     360   0.115     0.5     0.5  2014 11 08 05 06 35.78
  47.915  32.492     8.8     0.0      99      99    99.0     360   0.089     0.5     0.5  2014 11 08 05 15 55.10
  47.939  32.618    13.3     0.0      99      99    99.0     360   0.187     0.3     0.6  2014 11 08 08 40 26.80
  47.648  32.686    10.1     0.0      99      99    99.0     360   0.088     0.4     0.4  2014 11 08 10 06 46.99
  47.780  32.704    10.0     0.0      99      99    99.0     360   0.188     0.7     0.5  2014 11 08 16 45 08.96
  47.786  32.540     0.9     0.0      99      99    99.0     360   0.169     0.5     0.4  2014 11 08 18 58 04.83
  47.911  32.494     8.5     0.0      99      99    99.0     360   0.100     0.5     0.4  2014 11 08 23 27 41.03
  47.788  32.727    10.3     0.0      99      99    99.0     360   0.058     0.6     0.5  2014 11 09 00 43 42.10
  47.859  32.560     8.4     0.0      99      99    99.0     360   0.074     0.4     0.4  2014 11 09 02 37 32.79
  47.629  32.681     9.3     0.0      99      99    99.0     360   0.089     0.4     0.5  2014 11 09 05 53 54.96
  47.815  32.704     9.9     0.0      99      99    99.0     360   0.199     0.5     0.4  2014 11 09 06 09 11.96
  47.416  32.749    12.8     0.0      99      99    99.0     360   0.158     0.8     0.6  2014 11 09 07 20 07.98
  47.899  32.547     9.4     0.0      99      99    99.0     360   0.102     0.6     0.4  2014 11 09 12 17 03.85
  47.594  32.781     8.1     0.0      99      99    99.0     360   0.094     0.4     0.3  2014 11 09 16 33 58.09
  47.836  32.727     9.1     0.0      99      99    99.0     360   0.179     0.7     1.0  2014 11 09 23 49 20.87
  47.392  32.724    11.9     0.0      99      99    99.0     360   0.118     0.5     0.5  2014 11 10 02 26 52.00
  47.786  32.709    10.8     0.0      99      99    99.0     360   0.163     0.5     0.5  2014 11 10 05 55 50.02
  47.886  32.557     8.9     0.0      99      99    99.0     360   0.061     0.6     0.4  2014 11 10 13 06 39.89
  47.718  32.654    11.5     0.0      99      99    99.0     360   0.129     0.4     0.3  2014 11 11 08 25 17.98
  47.794  32.592    12.1     0.0      99      99    99.0     360   0.083     0.6     0.4  2014 11 11 09 08 10.97
  47.879  32.564     0.0     0.0      99      99    99.0     360   0.105     0.6     0.6  2014 11 11 11 23 19.80
  47.840  32.582    10.3     0.0      99      99    99.0     360   0.160     0.9     0.9  2014 11 11 15 30 25.01
  47.871  32.550     9.3     0.0      99      99    99.0     360   0.164     1.2     1.3  2014 11 11 16 23 12.02
  47.848  32.583    10.3     0.0      99      99    99.0     360   0.184     0.9     1.0  2014 11 11 18 31 09.00
  47.742  32.671    10.5     0.0      99      99    99.0     360   0.161     0.6     0.5  2014 11 11 19 10 21.71
  47.877  32.552     8.1     0.0      99      99    99.0     360   0.111     1.0     1.2  2014 11 11 21 06 41.88
  47.764  32.704    10.8     0.0      99      99    99.0     360   0.079     0.4     0.3  2014 11 11 23 07 51.96
  47.882  32.548     9.3     0.0      99      99    99.0     360   0.108     0.5     0.4  2014 11 12 03 36 58.82
  47.844  32.741     7.6     0.0      99      99    99.0     360   0.172     0.8     1.1  2014 11 12 13 22 42.00
  47.467  32.542     8.5     0.0      99      99    99.0     360   0.110     0.3     0.6  2014 11 12 16 01 32.53
  47.512  32.812     9.2     0.0      99      99    99.0     360   0.102     0.4     0.3  2014 11 12 18 29 48.78
  47.551  32.731    11.5     0.0      99      99    99.0     360   0.103     0.3     0.3  2014 11 12 21 13 33.10
  47.464  32.538     9.4     0.0      99      99    99.0     360   0.097     0.4     0.4  2014 11 13 01 01 05.01
  47.467  32.542     8.5     0.0      99      99    99.0     360   0.109     0.3     0.4  2014 11 13 02 58 24.16
  47.461  32.539     9.3     0.0      99      99    99.0     360   0.079     0.4     0.4  2014 11 13 21 32 19.03
  47.730  32.703    10.2     0.0      99      99    99.0     360   0.125     1.0     0.9  2014 11 14 00 33 07.66
  47.838  32.734     8.4     0.0      99      99    99.0     360   0.175     0.8     1.0  2014 11 14 01 12 48.89
  47.823  32.729    10.0     0.0      99      99    99.0     360   0.165     0.7     1.2  2014 11 14 01 28 11.88
  47.817  32.558     8.3     0.0      99      99    99.0     360   0.107     0.6     0.5  2014 11 14 11 33 19.71
  47.842  32.669    12.6     0.0      99      99    99.0     360   0.115     1.0     0.6  2014 11 14 12 22 45.85
  47.827  32.658    12.2     0.0      99      99    99.0     360   0.062     0.7     0.5  2014 11 14 13 46 03.20
  47.852  32.636    12.7     0.0      99      99    99.0     360   0.157     0.6     0.6  2014 11 14 19 55 45.15
  47.874  32.547     8.7     0.0      99      99    99.0     360   0.090     0.7     0.6  2014 11 15 00 14 02.41
  48.030  32.539    13.8     0.0      99      99    99.0     360   0.143     1.3     1.3  2014 11 15 00 32 51.10
  47.553  32.760     9.6     0.0      99      99    99.0     360   0.131     0.3     0.4  2014 11 15 20 48 05.00
  47.676  32.713     8.2     0.0      99      99    99.0     360   0.096     0.6     0.4  2014 11 15 22 41 26.92
  47.625  32.641     7.7     0.0      99      99    99.0     360   0.183     0.9     1.0  2014 11 15 22 49 26.83
  47.748  32.567     1.1     0.0      99      99    99.0     360   0.147     0.5     0.5  2014 11 16 03 24 24.07
  47.620  32.692    10.1     0.0      99      99    99.0     360   0.119     0.4     0.4  2014 11 16 15 46 56.03
  47.683  32.695     9.7     0.0      99      99    99.0     360   0.136     0.5     0.4  2014 11 16 18 57 49.88
  47.712  32.683     9.9     0.0      99      99    99.0     360   0.077     0.7     0.6  2014 11 16 20 50 15.80
  47.552  32.719    12.7     0.0      99      99    99.0     360   0.139     0.7     0.6  2014 11 17 04 51 00.81
  47.728  32.708    10.3     0.0      99      99    99.0     360   0.148     0.5     0.3  2014 11 17 09 41 36.90
  47.759  32.703    11.3     0.0      99      99    99.0     360   0.111     0.5     0.4  2014 11 17 10 29 35.60
  47.797  32.726    10.7     0.0      99      99    99.0     360   0.173     0.6     0.7  2014 11 17 12 01 29.10
  47.793  32.590    13.0     0.0      99      99    99.0     360   0.071     0.6     0.4  2014 11 17 18 26 58.10
  47.973  32.635    12.6     0.0      99      99    99.0     360   0.228     0.3     0.6  2014 11 17 22 42 18.92
  47.779  32.619    12.6     0.0      99      99    99.0     360   0.100     0.6     0.4  2014 11 18 03 05 06.07
  47.379  32.394    15.3     0.0      99      99    99.0     360   0.107     1.2     1.8  2014 11 18 03 31 32.35
  47.371  32.384    14.2     0.0      99      99    99.0     360   0.091     1.2     2.1  2014 11 18 06 07 07.80
  47.379  32.394    12.9     0.0      99      99    99.0     360   0.122     1.2     2.3  2014 11 18 06 10 15.90
  47.750  32.601    10.6     0.0      99      99    99.0     360   0.098     0.8     0.6  2014 11 18 07 30 31.07
  47.745  32.696    11.5     0.0      99      99    99.0     360   0.105     0.4     0.4  2014 11 18 13 22 46.21
  47.741  32.689    11.0     0.0      99      99    99.0     360   0.107     0.4     0.3  2014 11 18 13 26 30.08
  47.706  32.718    10.1     0.0      99      99    99.0     360   0.114     0.8     0.8  2014 11 19 05 44 44.64
  47.784  32.722    11.1     0.0      99      99    99.0     360   0.084     0.4     0.3  2014 11 19 12 29 36.02
  47.823  32.683    11.7     0.0      99      99    99.0     360   0.099     0.5     0.4  2014 11 19 12 58 55.11
  47.795  32.625    10.6     0.0      99      99    99.0     360   0.169     0.6     0.5  2014 11 19 15 06 39.89
  47.598  32.804     9.7     0.0      99      99    99.0     360   0.119     0.8     0.8  2014 11 19 15 25 07.91
  47.597  32.800     9.1     0.0      99      99    99.0     360   0.090     0.4     0.3  2014 11 19 16 10 50.00
  47.799  32.551     0.9     0.0      99      99    99.0     360   0.148     0.8     0.6  2014 11 19 20 04 19.28
  47.769  32.614    11.2     0.0      99      99    99.0     360   0.100     0.6     0.4  2014 11 20 00 18 19.14
  47.870  32.540     5.9     0.0      99      99    99.0     360   0.123     0.6     0.6  2014 11 20 01 55 04.04
  47.934  32.621    13.9     0.0      99      99    99.0     360   0.195     0.3     0.7  2014 11 20 07 03 55.82
  47.936  32.619    13.9     0.0      99      99    99.0     360   0.199     0.5     0.6  2014 11 20 07 06 19.85
  47.941  32.618    14.7     0.0      99      99    99.0     360   0.151     0.4     0.6  2014 11 20 07 17 12.89
  47.937  32.622    13.7     0.0      99      99    99.0     360   0.141     0.3     0.6  2014 11 20 07 32 00.93
  47.936  32.622    13.9     0.0      99      99    99.0     360   0.149     0.3     0.6  2014 11 20 12 50 32.88
  47.834  32.564     8.3     0.0      99      99    99.0     360   0.065     0.5     0.4  2014 11 20 14 55 50.42
  47.684  32.699    14.4     0.0      99      99    99.0     360   0.171     0.6     0.5  2014 11 20 21 04 24.03
  47.737  32.683     9.0     0.0      99      99    99.0     360   0.092     0.5     0.3  2014 11 20 21 48 51.15
  47.764  32.628    10.8     0.0      99      99    99.0     360   0.140     0.6     0.4  2014 11 20 23 04 01.17
  47.618  32.691    10.3     0.0      99      99    99.0     360   0.085     0.3     0.4  2014 11 21 00 01 52.89
  47.779  32.697     8.3     0.0      99      99    99.0     360   0.211     0.5     0.5  2014 11 21 01 53 43.06
  47.796  32.675    10.9     0.0      99      99    99.0     360   0.108     0.7     0.5  2014 11 21 01 55 46.78
  47.798  32.680    10.3     0.0      99      99    99.0     360   0.163     0.5     0.5  2014 11 21 06 58 51.86
  47.805  32.685     8.4     0.0      99      99    99.0     360   0.221     0.6     0.5  2014 11 21 07 00 21.78
  47.752  32.581     0.0     0.0      99      99    99.0     360   0.154     0.5     0.5  2014 11 21 09 54 02.06
  47.645  32.734     9.3     0.0      99      99    99.0     360   0.093     0.4     0.3  2014 11 21 12 12 39.72
  47.859  32.563     6.1     0.0      99      99    99.0     360   0.089     0.5     0.6  2014 11 21 17 26 01.12
  47.556  32.782     9.8     0.0      99      99    99.0     360   0.138     0.3     0.3  2014 11 21 17 51 29.16
  47.605  32.694     9.2     0.0      99      99    99.0     360   0.159     0.4     0.4  2014 11 22 15 10 36.15
  47.917  32.550    11.6     0.0      99      99    99.0     360   0.161     1.3     1.2  2014 11 22 17 45 52.97
  47.755  32.663    11.0     0.0      99      99    99.0     360   0.097     0.4     0.3  2014 11 22 21 19 44.11
  47.534  32.717    12.6     0.0      99      99    99.0     360   0.106     0.4     0.4  2014 11 22 23 41 35.89
  47.596  32.717     9.9     0.0      99      99    99.0     360   0.096     0.3     0.3  2014 11 23 04 16 23.03
  47.936  32.530     8.2     0.0      99      99    99.0     360   0.178     0.6     0.5  2014 11 23 05 53 40.38
  47.774  32.568     8.8     0.0      99      99    99.0     360   0.193     0.6     0.9  2014 11 23 09 18 24.85
  47.635  32.743     9.6     0.0      99      99    99.0     360   0.186     0.5     0.5  2014 11 23 11 35 25.19
  47.746  32.649    10.6     0.0      99      99    99.0     360   0.170     0.5     0.4  2014 11 23 23 18 38.03
  47.882  32.560     8.0     0.0      99      99    99.0     360   0.098     0.8     0.7  2014 11 23 23 26 16.26
  47.642  32.757     8.7     0.0      99      99    99.0     360   0.082     0.3     0.2  2014 11 24 00 05 51.96
  47.448  32.747    11.0     0.0      99      99    99.0     360   0.131     0.6     0.5  2014 11 24 02 12 15.96
